Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000023191,RNH1,80,0.08602,126,0.83030,13,-2.6833,125,0.82620,49,-0.8328,61,-0.3526,75,-0.0227,134,0.93653
ENSG00000174775,HRAS,80,-0.2588,81,-0.2364,84,-0.1934,74,-0.3925,111,0.35222,82,-0.2299,129,0.51288,80,-0.2540
ENSG00000177030,DEAF1,80,-0.6268,63,-1.0004,115,-0.0689,133,0.16473,173,0.82862,142,0.27330,73,-0.7652,74,-0.7546
ENSG00000177156,TALDO1,80,-0.4948,121,0.15760,118,0.11720,130,0.26716,120,0.18350,69,-0.7347,56,-1.0394,165,0.66630
ENSG00000177225,GATD1,80,1.02035,92,1.26292,37,-0.2302,31,-0.5016,31,-0.6623,34,-0.3898,31,-0.5007,36,-0.3110
ENSG00000184524,CEND1,80,-1.9385,127,-1.2494,483,0.87212,376,0.44741,389,0.68727,256,-0.1771,180,-0.7200,187,-0.6619
ENSG00000177542,SLC25A22,80,-0.8899,29,-2.4013,106,-0.4625,229,0.78416,229,1.12006,138,-0.0450,64,-1.2363,89,-0.7231
ENSG00000177600,RPLP2,80,-2.9194,923,0.83818,420,-0.4469,473,-0.2598,546,-0.0416,562,0.01424,814,0.62289,660,0.27548
ENSG00000177666,PNPLA2,80,1.13124,35,-0.2438,29,-0.5364,48,0.27679,40,-0.0467,15,-1.4698,43,0.10401,37,-0.1645
ENSG00000177697,CD151,80,0.60677,116,1.24213,51,-0.1395,112,1.18324,26,-1.3744,35,-0.6890,32,-0.8260,49,-0.1903
ENSG00000177700,POLR2L,80,-1.6213,372,0.78992,302,0.43414,201,-0.2233,227,-0.0321,212,-0.1338,263,0.20864,197,-0.2494
ENSG00000177830,CHID1,80,-0.2081,130,0.57901,104,0.21213,110,0.30024,91,-0.0097,75,-0.3106,90,-0.0229,51,-0.9016
ENSG00000183020,AP2A2,831,2.39766,109,-1.1220,188,-0.2841,203,-0.1587,189,-0.3482,136,-0.7860,110,-1.1037,104,-1.1897
ENSG00000078902,TOLLIP,80,-1.3922,75,-1.4966,247,0.35693,293,0.64480,305,0.99992,195,-0.0230,91,-1.1992,84,-1.3178
ENSG00000174672,BRSK2,80,0.14470,25,-1.6107,118,0.78354,105,0.58215,79,0.16323,52,-0.5258,48,-0.6624,66,-0.1537
ENSG00000182208,MOB2,80,1.45543,27,-0.3349,38,0.19167,54,0.76150,25,-0.5966,22,-0.6776,20,-0.8303,24,-0.5666
ENSG00000184545,DUSP8,80,0.44348,11,-2.5495,63,0.05581,60,-0.0375,86,0.77960,43,-0.5566,56,-0.1298,38,-0.7346
ENSG00000244242,IFITM10,80,0.89239,6,-3.0887,95,1.20101,33,-0.5228,57,0.41111,31,-0.6299,8,-2.6395,44,-0.1097
ENSG00000117984,CTSD,80,-2.3817,523,0.49714,580,0.66964,614,0.76671,360,-0.1432,301,-0.3939,262,-0.6085,420,0.13748
ENSG00000214026,MRPL23,80,0.57161,92,0.80042,56,-0.0162,50,-0.1870,54,-0.0699,31,-0.9323,44,-0.3863,48,-0.2593
ENSG00000110651,CD81,2289,1.69386,1929,1.36774,610,-0.5507,754,-0.2193,310,-1.8313,775,-0.1765,647,-0.4586,721,-0.2899
ENSG00000129757,CDKN1C,792,4.44649,43,-1.4588,15,-3.0052,19,-2.6350,26,-2.4879,8,-3.9302,4,-4.8581,156,0.55191
ENSG00000205531,NAP1L4,80,-0.6583,173,0.57128,158,0.42209,182,0.65075,112,-0.1727,77,-0.7209,101,-0.2944,113,-0.1208
ENSG00000110619,CARS1,80,0.63490,148,1.73928,61,0.18161,68,0.36727,42,-0.4964,11,-2.4260,20,-1.4937,29,-0.9673
ENSG00000167323,STIM1,80,0.33367,103,0.75391,20,-1.7819,110,0.87019,58,-0.2311,47,-0.5257,86,0.45331,31,-1.1366
ENSG00000244734,HBB,80,0.67884,50,-0.0957,0,-7.5778,1,-5.1833,11,-2.5706,120,1.38617,34,-0.6835,210,2.54952
ENSG00000110148,CCKBR,80,0.83521,7,-2.7788,13,-2.0029,68,0.56567,85,1.36316,46,-0.0891,7,-2.8818,8,-2.7162
ENSG00000166311,SMPD1,80,0.46811,34,-0.8622,78,0.42359,103,0.89805,53,-0.2611,31,-1.0115,53,-0.2004,63,0.06488
ENSG00000166313,APBB1,80,-2.3208,232,-0.7316,496,0.47681,613,0.83658,477,0.55463,303,-0.3158,235,-0.7133,312,-0.2712
ENSG00000110171,TRIM3,80,1.44876,19,-0.9101,35,0.05538,44,0.40790,30,-0.2644,39,0.20621,8,-2.1006,26,-0.4008
ENSG00000132254,ARFIP2,80,0.60466,67,0.31333,55,-0.0061,71,0.41274,50,-0.1918,45,-0.3161,44,-0.3619,39,-0.5327
ENSG00000132286,TIMM10B,80,1.29088,21,-0.8580,60,0.77283,24,-0.6700,43,0.29919,13,-1.6085,16,-1.3059,30,-0.3491
ENSG00000166333,ILK,80,0.69870,79,0.68036,50,-0.0640,44,-0.2601,39,-0.5549,76,0.61955,29,-0.9076,46,-0.2122
ENSG00000166337,TAF10,80,-0.3145,147,0.66472,80,-0.3128,92,-0.0980,104,0.12640,72,-0.4911,96,-0.0382,100,0.03895
ENSG00000166340,TPP1,80,-0.6303,240,1.16925,112,-0.1069,92,-0.4195,89,-0.5824,178,0.64568,90,-0.4571,141,0.25953
ENSG00000158042,MRPL17,80,1.05064,26,-0.7779,46,0.12193,67,0.73111,40,-0.1513,16,-1.4777,42,-0.0102,31,-0.5116
ENSG00000175390,EIF3F,80,-0.2007,167,1.00930,101,0.17151,63,-0.5692,83,-0.1917,74,-0.3362,89,-0.0433,88,-0.0468
ENSG00000166402,TUB,80,-0.2861,100,0.05700,60,-0.7344,101,0.08227,150,1.03567,62,-0.6863,43,-1.2335,65,-0.6152
ENSG00000166405,RIC3,80,0.98499,42,-0.0955,25,-0.8944,83,1.04155,42,-0.1270,27,-0.7806,31,-0.5709,31,-0.5442
ENSG00000166441,RPL27A,80,-2.3671,627,0.81972,342,-0.1750,234,-0.7701,341,-0.2294,403,0.08419,524,0.51700,588,0.71148
ENSG00000166444,DENND2B,80,1.31273,119,2.08019,17,-1.1785,26,-0.5395,17,-1.4128,37,0.02520,17,-1.2053,22,-0.7988
ENSG00000175348,TMEM9B,80,-0.0150,79,-0.0343,64,-0.3801,140,0.90890,67,-0.3802,86,0.08836,77,-0.0722,83,0.04503
ENSG00000175352,NRIP3,80,-0.1226,6,-3.8703,237,1.75614,113,0.42955,86,-0.0071,32,-1.5244,62,-0.5318,77,-0.1809
ENSG00000184014,DENND5A,80,0.28376,59,-0.2047,75,0.16861,72,0.10313,43,-0.8443,90,0.47682,51,-0.4283,116,0.90653
ENSG00000166471,TMEM41B,80,0.78717,35,-0.5230,39,-0.3945,68,0.50244,48,-0.0787,46,-0.1131,19,-1.4514,66,0.45956
ENSG00000205339,IPO7,80,-0.5434,72,-0.7022,124,0.14970,136,0.29326,137,0.39893,96,-0.2588,86,-0.4337,129,0.20634
ENSG00000133812,SBF2,873,4.71584,70,-0.7882,7,-4.0514,26,-2.2504,27,-2.4893,44,-1.5059,40,-1.6321,25,-2.3030
ENSG00000110315,RNF141,80,-0.2282,134,0.60298,73,-0.3712,113,0.32402,76,-0.3968,109,0.26103,82,-0.1917,108,0.24033
ENSG00000072952,IRAG1,80,1.20100,36,-0.1482,12,-1.7692,24,-0.7535,13,-1.9052,83,1.26909,55,0.54943,62,0.75870
ENSG00000198730,CTR9,80,1.07641,46,0.15459,13,-1.7242,58,0.52403,47,0.24008,19,-1.2245,34,-0.3459,28,-0.6077
ENSG00000110321,EIF4G2,80,-2.4790,566,0.51785,728,0.94821,482,0.25148,418,0.02643,413,0.00221,242,-0.8300,359,-0.2211
ENSG00000236287,ZBED5,80,1.15337,51,0.38601,43,0.10843,36,-0.1678,33,-0.3804,34,-0.2548,29,-0.5221,29,-0.4886
ENSG00000110328,GALNT18,80,1.46546,25,-0.4752,1,-4.7148,37,0.12811,38,0.25390,52,0.69700,26,-0.4371,4,-3.1907
ENSG00000170242,USP47,80,0.19375,87,0.31847,95,0.47194,63,-0.1863,67,-0.1220,36,-1.0499,53,-0.4600,96,0.48845
ENSG00000050165,DKK3,105,-3.5564,631,-0.9003,1036,-0.1298,2140,1.08074,1114,-0.0181,792,-0.5521,2685,1.49718,510,-1.2235
ENSG00000133816,MICAL2,80,0.26324,17,-2.0865,52,-0.4264,98,0.58618,117,1.30225,37,-0.9481,20,-1.8602,27,-1.4326
ENSG00000197702,PARVA,80,0.67460,79,0.65836,58,0.15571,33,-0.7158,46,-0.2855,82,0.71030,33,-0.7469,27,-1.0603
ENSG00000187079,TEAD1,80,0.94306,175,2.48812,22,-1.1190,23,-1.0105,17,-1.7718,67,0.64512,6,-2.8979,29,-0.6811
ENSG00000133794,BMAL1,874,4.96175,5,-4.5750,8,-3.8004,44,-1.4320,33,-2.1297,48,-1.3173,20,-2.5637,24,-2.3270
ENSG00000148925,BTBD10,80,-0.2809,38,-1.4195,57,-0.8131,186,1.11665,108,0.25770,103,0.10984,114,0.28017,55,-0.8528
ENSG00000197601,FAR1,80,0.09277,128,0.86631,30,-1.4113,102,0.48704,82,0.17378,37,-1.1151,55,-0.4914,78,0.04516
ENSG00000262655,SPON1,80,0.13341,119,0.78225,61,-0.3035,113,0.70671,28,-1.7067,180,1.53291,56,-0.4398,44,-0.8056
ENSG00000129083,COPB1,80,0.55126,83,0.61135,49,-0.2271,60,0.06799,54,-0.1275,53,-0.1065,37,-0.6925,48,-0.2729
ENSG00000129084,PSMA1,80,-0.7121,138,0.13843,156,0.33816,185,0.62374,149,0.34288,98,-0.3983,92,-0.5078,70,-0.9107
ENSG00000110696,C11orf58,80,-1.1283,324,1.11837,202,0.31285,114,-0.5959,171,0.06285,133,-0.3481,156,-0.0984,140,-0.2770
ENSG00000110700,RPS13,80,-2.2464,687,1.12378,281,-0.3539,283,-0.3460,231,-0.8042,380,0.12481,582,0.83184,534,0.68515
ENSG00000011405,PIK3C2A,80,0.36935,109,0.88520,73,0.21864,21,-1.7052,24,-1.6983,137,1.29038,99,0.72952,45,-0.5432
ENSG00000070081,NUCB2,80,0.73824,89,0.91279,53,0.07060,67,0.43509,27,-1.1566,26,-1.0579,80,0.72901,35,-0.6042
ENSG00000129159,KCNC1,80,0.31514,8,-3.1074,188,1.83634,75,0.19677,65,-0.0214,42,-0.7035,25,-1.4852,46,-0.5649
ENSG00000129158,SERGEF,80,0.79486,27,-0.9388,18,-1.5460,47,-0.0862,73,0.90058,42,-0.2388,15,-1.7929,45,-0.1572
ENSG00000110768,GTF2H1,80,1.26342,28,-0.4623,22,-0.8364,41,0.11868,41,0.15369,34,-0.1522,35,-0.1298,16,-1.3184
ENSG00000134333,LDHA,728,0.60851,145,-1.8994,592,0.26581,765,0.69276,612,0.42556,354,-0.5492,347,-0.5827,257,-1.0434
ENSG00000074319,TSG101,80,0.37050,68,0.09842,103,0.79824,47,-0.4812,65,0.02662,53,-0.2995,44,-0.5862,49,-0.4169
ENSG00000110786,PTPN5,570,1.68326,45,-2.3843,77,-1.5883,457,1.26522,76,-1.8466,24,-3.2742,731,2.19627,31,-2.9141
ENSG00000166833,NAV2,80,1.51562,88,1.68731,9,-2.0064,20,-0.7347,21,-0.8737,33,0.01077,21,-0.6904,17,-1.0412
ENSG00000165973,NELL1,80,0.59070,4,-3.8406,141,1.59119,41,-0.4650,75,0.64169,25,-1.2012,2,-4.8644,41,-0.4956
ENSG00000198168,SVIP,80,-0.0593,22,-2.0308,123,0.63827,63,-0.4406,86,0.07251,47,-0.8931,100,0.29588,139,0.85059
ENSG00000187398,LUZP2,850,4.07291,5,-4.6356,100,-0.4198,75,-0.8500,48,-1.7596,31,-2.1840,25,-2.5050,70,-0.9657
ENSG00000134343,ANO3,80,-0.4485,15,-2.9643,8,-3.8628,171,0.78213,31,-2.1371,12,-3.2775,687,4.00958,1,-6.7401
ENSG00000129151,BBOX1,80,1.33639,158,2.76577,14,-1.4783,4,-3.2951,4,-3.5684,57,0.73742,17,-1.1276,22,-0.7646
ENSG00000109881,CCDC34,80,1.34347,33,-0.1563,37,0.02425,25,-0.5586,35,-0.0578,25,-0.5706,35,-0.0691,22,-0.7817
ENSG00000205213,LGR4,80,1.48966,57,0.87157,6,-2.4750,39,0.25820,17,-1.2021,78,1.44721,9,-1.9468,13,-1.4617
ENSG00000148943,LIN7C,80,0.01778,61,-0.4057,117,0.63263,72,-0.1469,81,0.03578,93,0.26303,61,-0.4149,66,-0.2855
ENSG00000066382,MPPED2,80,1.25496,30,-0.3828,37,-0.0398,56,0.62293,31,-0.3958,5,-2.9272,34,-0.1659,45,0.26829
ENSG00000148950,IMMP1L,80,1.04296,28,-0.6794,49,0.21486,34,-0.3782,39,-0.2099,38,-0.1801,61,0.56178,23,-0.9250
ENSG00000049449,RCN1,80,-0.1056,188,1.32986,59,-0.5919,112,0.43290,23,-2.2809,28,-1.6918,308,2.32487,14,-2.6753
ENSG00000149100,EIF3M,80,-0.4039,93,-0.1711,87,-0.2773,127,0.32724,119,0.29653,118,0.21185,110,0.09632,63,-0.7657
ENSG00000280798,LINC00294,80,1.20963,13,-1.6092,31,-0.3671,33,-0.2815,50,0.55179,28,-0.5313,24,-0.7477,30,-0.3922
ENSG00000176102,CSTF3,80,0.90667,68,0.63115,3,-4.0105,72,0.71531,45,-0.0775,57,0.32092,34,-0.4850,16,-1.5980
ENSG00000110422,HIPK3,80,0.26180,232,2.20531,17,-2.1159,46,-0.5985,54,-0.4598,54,-0.3613,54,-0.3572,36,-0.9810
ENSG00000110427,KIAA1549L,80,-0.8365,35,-2.0606,57,-1.3512,208,0.68213,214,1.03803,168,0.32766,127,-0.1283,54,-1.4264
ENSG00000085063,CD59,80,-1.9425,496,0.91281,394,0.52030,316,0.15527,246,-0.3053,269,-0.1037,345,0.30069,228,-0.3590
ENSG00000110429,FBXO3,827,2.79772,117,-0.7564,74,-1.4449,230,0.31643,119,-0.8773,63,-1.6799,134,-0.5489,91,-1.1272
ENSG00000135363,LMO2,80,1.22612,155,2.57385,0,-5.6226,31,-0.3249,5,-3.3774,28,-0.4976,33,-0.2593,44,0.21606
ENSG00000135387,CAPRIN1,80,-1.0068,259,0.86976,188,0.32606,126,-0.3068,171,0.22479,121,-0.3797,142,-0.1252,106,-0.5769
ENSG00000121691,CAT,80,0.74005,184,2.32624,17,-1.6770,24,-1.1477,12,-2.4838,88,0.89960,31,-0.7486,51,-0.0093
ENSG00000110435,PDHX,80,0.37177,38,-0.7868,98,0.71260,80,0.36075,57,-0.2328,66,0.05197,57,-0.1654,47,-0.4705
ENSG00000026508,CD44,80,1.07663,278,4.09665,0,-7.2471,5,-3.2193,0,-9.1217,9,-2.2834,2,-4.0901,47,0.19407
ENSG00000110436,SLC1A2,80,-4.0707,303,-2.1341,852,-0.5749,807,-0.6589,686,-1.0897,6073,3.13896,1442,0.26095,661,-0.9654
ENSG00000179431,FJX1,80,1.22879,28,-0.4740,9,-2.0880,27,-0.5465,49,0.51880,68,0.93028,12,-1.7087,13,-1.6107
ENSG00000166326,TRIM44,816,2.50597,101,-1.1386,145,-0.5813,138,-0.6628,188,-0.2295,88,-1.3363,122,-0.8464,131,-0.7422
ENSG00000110442,COMMD9,80,0.40343,29,-1.1700,118,1.05792,42,-0.6036,74,0.37182,46,-0.4715,40,-0.6746,45,-0.5007
ENSG00000166352,IFTAP,80,1.14037,63,0.72668,86,1.27609,41,0.02525,23,-1.0781,23,-0.8867,19,-1.1518,25,-0.7674
ENSG00000148948,LRRC4C,80,1.09936,2,-4.0140,27,-0.6846,33,-0.3651,51,0.43065,61,0.63128,32,-0.3915,27,-0.6590
ENSG00000166181,API5,80,-0.0303,60,-0.4770,104,0.39159,92,0.18540,86,0.10328,70,-0.2373,82,-0.0039,71,-0.2139
ENSG00000052841,TTC17,80,1.61331,60,1.09135,13,-1.2899,33,0.06951,14,-1.3794,19,-0.7663,18,-0.8640,46,0.62974
ENSG00000149084,HSD17B12,80,-0.5573,194,0.87333,146,0.39883,116,0.01645,82,-0.6410,152,0.45851,69,-0.7970,142,0.34572
ENSG00000151348,EXT2,80,1.01988,72,0.83813,16,-1.5281,58,0.47102,41,-0.1010,30,-0.5970,31,-0.5461,24,-0.9268
ENSG00000175274,TP53I11,80,0.81741,28,-0.8564,28,-0.8365,11,-2.2391,66,0.65492,113,1.42439,9,-2.4762,21,-1.2490
ENSG00000019505,SYT13,878,2.85349,19,-3.4991,171,-0.2237,110,-0.9066,186,-0.1149,145,-0.4778,16,-3.6971,71,-1.5676
ENSG00000175264,CHST1,80,-1.3331,54,-1.9096,130,-0.5943,258,0.49541,331,1.33900,224,0.26233,85,-1.2538,81,-1.3147
ENSG00000121671,CRY2,80,0.08652,65,-0.2524,49,-0.6963,118,0.72018,78,0.04395,80,0.08369,85,0.17328,51,-0.6264
ENSG00000121653,MAPK8IP1,80,-1.4106,119,-0.8078,206,0.04427,235,0.25702,243,0.41402,212,0.08953,140,-0.5643,283,0.56411
ENSG00000121680,PEX16,80,1.38299,45,0.39528,23,-0.6952,58,0.81873,25,-0.6660,25,-0.5167,24,-0.5804,23,-0.6565
ENSG00000149091,DGKZ,80,-1.5570,59,-2.0194,137,-0.7508,321,0.60815,336,0.96108,389,0.93800,125,-0.8911,95,-1.2962
ENSG00000175224,ATG13,866,3.67192,60,-1.3714,31,-2.3664,98,-0.6342,75,-1.2490,61,-1.3598,46,-1.7861,87,-0.8169
ENSG00000175220,ARHGAP1,80,0.43454,54,-0.2136,64,0.08096,86,0.55046,51,-0.3537,40,-0.6592,40,-0.6810,95,0.72533
ENSG00000175216,CKAP5,80,-0.5548,101,-0.1875,245,1.29142,112,-0.0357,112,-0.0330,108,-0.0901,62,-0.9451,97,-0.2601
ENSG00000134569,LRP4,80,0.64864,55,0.03502,19,-1.5645,33,-0.7405,22,-1.5762,183,2.19144,42,-0.3979,60,0.16537
ENSG00000149179,CSTPP1,80,-0.3532,144,0.58878,124,0.34263,126,0.36356,111,0.22101,77,-0.4082,71,-0.5493,47,-1.1628
ENSG00000149182,ARFGAP2,80,-0.4346,92,-0.2142,86,-0.3314,166,0.74537,121,0.28276,85,-0.3356,64,-0.7732,120,0.20897
ENSG00000134575,ACP2,80,0.63631,55,0.02181,61,0.17804,83,0.69514,59,0.17025,47,-0.2328,19,-1.5768,21,-1.4307
ENSG00000110514,MADD,80,-0.8632,75,-0.9721,253,0.98914,197,0.56578,184,0.60930,90,-0.6807,75,-0.9661,74,-0.9913
ENSG00000165916,PSMC3,80,-0.7073,101,-0.3427,99,-0.3827,141,0.17893,125,-0.0154,156,0.34878,163,0.41530,145,0.22176
ENSG00000149187,CELF1,80,-0.5190,148,0.45690,102,-0.1464,140,0.36997,109,-0.0544,89,-0.3627,131,0.25435,101,-0.1639
ENSG00000213619,NDUFS3,80,-0.5131,101,-0.1542,84,-0.4451,176,0.75275,115,0.07692,71,-0.7027,172,0.71537,83,-0.4685
ENSG00000110536,PTPMT1,80,0.84498,95,1.14451,28,-0.8484,55,0.22777,34,-0.6373,60,0.35947,27,-0.8746,31,-0.6704
ENSG00000123444,KBTBD4,80,1.48944,30,-0.1505,31,-0.1017,30,-0.1618,33,-0.0535,18,-0.9649,29,-0.2111,18,-0.9794
ENSG00000172247,C1QTNF4,80,-1.5164,112,-1.0153,63,-1.8789,342,0.76423,193,-0.2219,154,-0.5283,756,2.27967,68,-1.7612
ENSG00000109919,MTCH2,80,-0.0225,78,-0.0583,78,-0.0661,122,0.66315,86,0.12566,70,-0.2282,66,-0.3269,59,-0.5011
ENSG00000149177,PTPRJ,80,1.60480,18,-0.8945,1,-4.5020,50,0.74247,24,-0.4951,33,0.09470,31,-0.0138,29,-0.1503
ENSG00000134817,APLNR,80,1.05647,209,3.10389,7,-2.6606,3,-3.6293,3,-4.0576,8,-2.4450,6,-2.8680,102,1.48695
ENSG00000149136,SSRP1,80,0.31312,103,0.73417,66,0.00019,74,0.17845,64,-0.0705,60,-0.1498,51,-0.4114,35,-0.9884
ENSG00000186907,RTN4RL2,80,0.58800,0,-5.9948,0,-6.9044,33,-0.8228,125,2.21983,58,0.06957,0,-7.9451,13,-2.1776
ENSG00000134809,TIMM10,80,0.90237,31,-0.6415,64,0.51225,40,-0.2357,45,-0.0821,47,0.02017,56,0.30414,13,-1.9241
ENSG00000156587,UBE2L6,80,0.98605,48,0.11517,45,0.02416,40,-0.1428,33,-0.5830,55,0.34861,25,-0.8514,51,0.22358
ENSG00000149131,SERPING1,80,0.40448,371,3.69825,48,-0.3974,22,-1.5796,16,-2.3433,22,-1.5531,20,-1.6909,12,-2.4460
ENSG00000166793,YPEL4,80,1.53065,11,-1.6728,33,-0.0018,44,0.48364,37,0.24821,1,-4.3129,18,-0.9044,29,-0.1671
ENSG00000156603,MED19,80,1.04263,22,-1.0270,44,0.05220,35,-0.3047,42,-0.0317,57,0.46830,31,-0.4848,32,-0.4752
ENSG00000213593,TMX2,80,-0.4348,107,0.02585,142,0.47679,168,0.75923,109,0.06967,51,-1.1127,60,-0.8859,121,0.21716
ENSG00000211450,SELENOH,80,-1.2430,181,0.01116,211,0.26566,227,0.37835,212,0.35427,161,-0.1725,179,-0.0064,120,-0.6263
ENSG00000198561,CTNND1,80,0.78439,111,1.36546,38,-0.4109,32,-0.6744,31,-0.8857,64,0.41763,30,-0.7935,48,-0.0514
ENSG00000186660,ZFP91,80,0.45419,64,0.08261,59,-0.0309,39,-0.6748,45,-0.5596,91,0.66675,52,-0.2347,84,0.52649
ENSG00000110042,DTX4,80,1.51222,29,-0.2166,37,0.17671,48,0.59046,26,-0.4889,21,-0.7288,11,-1.6312,28,-0.2442
ENSG00000110048,OSBP,80,0.54106,40,-0.5829,101,0.93942,56,-0.0501,53,-0.1588,51,-0.1820,48,-0.2861,40,-0.5820
ENSG00000166902,MRPL16,80,0.88990,51,0.15241,69,0.63366,45,-0.0607,43,-0.1797,34,-0.5029,36,-0.4160,24,-1.0200
ENSG00000110107,PRPF19,80,-0.7882,86,-0.6718,250,1.05717,167,0.36870,163,0.44295,78,-0.8229,76,-0.8749,102,-0.4185
ENSG00000110108,TMEM109,80,1.38335,65,1.01295,19,-0.9751,32,-0.1515,29,-0.3824,24,-0.5974,30,-0.2497,16,-1.1918
ENSG00000006118,TMEM132A,80,-1.0043,47,-1.7988,127,-0.3004,246,0.78021,221,0.82473,207,0.48885,81,-0.9938,83,-0.9522
ENSG00000167986,DDB1,80,-1.3929,510,1.63877,190,-0.0712,229,0.23217,195,-0.0337,175,-0.1946,88,-1.2615,125,-0.7158
ENSG00000149476,TKFC,80,1.35317,57,0.75371,2,-3.7710,36,0.00908,44,0.41697,28,-0.3800,14,-1.4341,11,-1.8268
ENSG00000149532,CPSF7,80,0.52194,93,0.76553,22,-1.4671,67,0.21666,56,-0.0687,41,-0.5568,55,-0.0867,55,-0.0735
ENSG00000167985,SDHAF2,80,1.27074,47,0.34683,36,-0.0760,36,-0.0806,25,-0.8006,48,0.40001,23,-0.7520,33,-0.2194
ENSG00000162148,PPP1R32,880,4.43019,314,1.60156,19,-2.8168,8,-4.0687,2,-6.0082,0,-9.7348,16,-3.0306,0,-10.256
ENSG00000011347,SYT7,80,-0.7122,22,-2.6460,49,-1.4583,225,0.95560,216,1.28293,102,-0.3460,103,-0.3212,38,-1.8276
ENSG00000134780,DAGLA,80,1.11350,14,-1.6336,51,0.35655,49,0.29053,40,-0.0440,55,0.47117,16,-1.4223,25,-0.7862
ENSG00000124920,MYRF,80,1.14046,25,-0.7284,5,-2.9267,18,-1.2225,4,-3.7437,0,-6.6100,19,-1.1646,246,3.76204
ENSG00000134825,TMEM258,80,-0.6000,278,1.47378,122,0.05834,137,0.24763,83,-0.6727,120,0.02710,102,-0.2236,88,-0.4515
ENSG00000134824,FADS2,80,-0.1574,291,2.13238,91,0.05268,54,-0.7687,30,-1.8861,99,0.18753,67,-0.4278,111,0.35934
ENSG00000149485,FADS1,80,0.46419,102,0.87261,75,0.36179,28,-1.1982,37,-0.9277,51,-0.2694,41,-0.6046,115,1.08310
ENSG00000221968,FADS3,80,0.53210,64,0.15738,38,-0.6653,91,0.75200,63,0.17971,65,0.17840,26,-1.2019,25,-1.2833
ENSG00000167996,FTH1,193,-3.5397,3072,0.67123,1636,-0.3525,1537,-0.4497,1966,-0.0787,2369,0.23948,2137,0.07188,3591,0.94002
ENSG00000162174,ASRGL1,80,0.79939,31,-0.7410,30,-0.7736,52,0.08397,46,-0.1553,86,0.92113,33,-0.6198,44,-0.1663
ENSG00000124942,AHNAK,80,-0.7418,547,2.72149,52,-1.3884,29,-2.2764,32,-2.4111,162,0.37104,65,-1.0632,260,1.17851
ENSG00000254772,EEF1G,80,-1.7190,486,1.14357,247,0.00289,280,0.20635,205,-0.3637,190,-0.4076,299,0.31254,266,0.12476
ENSG00000149541,B3GAT3,80,0.00222,51,-0.7058,179,1.36485,111,0.53423,62,-0.4924,59,-0.4744,77,-0.0561,57,-0.5424
ENSG00000089597,GANAB,80,0.10047,126,0.84877,126,0.84824,93,0.34804,52,-0.6905,74,-0.0290,47,-0.7385,49,-0.6586
ENSG00000204922,UQCC3,80,0.95763,55,0.32635,44,-0.0393,66,0.62763,37,-0.3861,21,-1.1291,39,-0.2252,33,-0.4745
ENSG00000162191,UBXN1,80,0.23869,145,1.25047,91,0.44606,35,-1.0570,45,-0.7970,50,-0.5073,75,0.12056,79,0.22190
ENSG00000168000,BSCL2,80,-2.9311,443,-0.3752,909,0.79787,861,0.70558,705,0.49618,384,-0.5962,490,-0.2174,331,-0.8256
ENSG00000162188,GNG3,80,-2.2017,73,-2.3347,683,1.16751,367,0.11417,457,0.64392,369,0.12410,213,-0.7381,260,-0.4290
ENSG00000214753,HNRNPUL2,80,-0.2829,123,0.40030,101,0.08979,127,0.45906,94,-0.0376,65,-0.6046,88,-0.1432,92,-0.0631
ENSG00000168002,POLR2G,80,0.07535,125,0.81470,50,-0.6724,57,-0.4480,72,-0.1148,101,0.45869,76,-0.0119,58,-0.4349
ENSG00000162231,NXF1,80,1.32505,62,0.88019,57,0.71198,35,-0.0755,18,-1.2643,11,-1.7669,40,0.15590,25,-0.5636
ENSG00000162236,STX5,80,1.38300,46,0.43539,5,-2.7846,34,-0.0704,31,-0.2649,30,-0.2794,39,0.14365,27,-0.4126
ENSG00000133316,WDR74,80,1.65409,17,-0.9259,10,-1.6524,28,-0.1574,31,0.01026,26,-0.2438,27,-0.1892,26,-0.2611
ENSG00000168003,SLC3A2,80,-0.6738,270,1.32949,108,-0.2106,118,-0.0665,85,-0.7195,251,1.19985,79,-0.7038,73,-0.8160
ENSG00000168539,CHRM1,80,-0.0208,16,-2.4013,10,-3.1003,156,1.09248,120,0.89230,54,-0.6456,121,0.64571,15,-2.5279
ENSG00000176485,PLAAT3,80,0.02120,270,2.20860,51,-0.6849,34,-1.2842,17,-2.6426,39,-1.0961,43,-0.9258,224,1.82303
ENSG00000133318,RTN3,1396,0.19598,583,-1.1665,1173,-0.0836,1911,0.71848,1616,0.59038,965,-0.3916,673,-0.9477,812,-0.6598
ENSG00000188070,ZFTA,80,1.57148,21,-0.6751,1,-5.1009,39,0.31640,40,0.48708,23,-0.4821,23,-0.5277,13,-1.3628
ENSG00000072518,MARK2,80,0.94113,40,-0.2131,39,-0.2265,40,-0.2040,47,0.08023,42,-0.1165,45,-0.0277,27,-0.8266
