Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000133026,MYH10,3,-5.1449,103,-0.2370,117,-0.0331,125,0.06850,82,-0.5820,161,0.48789,197,0.97027,78,-0.6581,131,0.15283
ENSG00000007237,GAS7,518,0.53684,1539,2.65816,91,-2.1456,216,-0.8557,66,-2.6180,290,-0.3974,329,-0.2240,179,-1.1415,174,-1.1789
ENSG00000065559,MAP2K4,247,0.59961,103,-0.7942,52,-1.8239,71,-1.3498,198,0.23321,289,0.86523,267,0.85442,130,-0.4359,90,-1.0057
ENSG00000006740,ARHGAP44,113,-0.6039,1118,4.19049,5,-5.0296,13,-3.7286,69,-1.3573,37,-2.2795,100,-0.8695,34,-2.3917,75,-1.2269
ENSG00000109099,PMP22,1787,3.10095,1018,1.79365,257,-0.5575,22,-4.1677,135,-1.5277,125,-1.6487,47,-3.2316,190,-1.0198,30,-3.7275
ENSG00000011295,TTC19,3,-4.6912,103,0.26596,54,-0.7330,57,-0.6681,174,1.15636,164,1.05583,98,0.20961,60,-0.5779,61,-0.5583
ENSG00000141027,NCOR1,147,-0.2844,717,2.62868,134,-0.4272,110,-0.7325,45,-2.0721,187,0.09548,103,-0.9041,99,-0.8980,113,-0.6973
ENSG00000170315,UBB,2096,0.50319,103,-4.0385,1434,-0.1139,883,-0.8687,2831,1.01899,1740,0.19686,1897,0.38677,1204,-0.3903,1317,-0.2488
ENSG00000175061,SNHG29,50,-2.2026,103,-1.1461,371,0.90024,379,0.93618,299,0.53169,188,-0.2205,143,-0.7129,229,0.09195,255,0.26615
ENSG00000133030,MPRIP,6,-4.7132,103,-0.5337,191,0.45067,74,-1.0405,133,-0.1317,131,-0.1596,211,0.71453,137,-0.0902,251,0.91747
ENSG00000141030,COPS3,3,-4.2934,103,0.72402,18,-1.9724,43,-0.6880,193,1.87991,39,-0.8280,85,0.45345,38,-0.8603,56,-0.2509
ENSG00000108551,RASD1,3,-5.2379,103,-0.3381,329,1.63974,29,-2.2608,214,0.85348,99,-0.3968,160,0.41746,53,-1.3502,127,-0.0107
ENSG00000072310,SREBF1,212,1.56802,103,0.30223,148,0.90928,38,-1.2559,40,-1.1655,109,0.38969,52,-0.8509,70,-0.3058,31,-1.5679
ENSG00000175662,TOM1L2,3,-4.7403,103,0.21035,71,-0.3792,22,-2.1118,161,0.95960,127,0.55833,107,0.30497,115,0.38810,88,-0.0492
ENSG00000091542,ALKBH5,96,-0.1033,103,0.00473,75,-0.4976,47,-1.1909,147,0.59239,93,-0.1580,104,0.01636,90,-0.2051,167,0.80772
ENSG00000141127,PRPSAP2,3,-4.0016,103,1.07368,64,0.27625,35,-0.6669,70,0.42639,42,-0.4022,36,-0.6859,60,0.16462,91,0.84990
ENSG00000072134,EPN2,3,-5.5257,971,3.88865,65,-1.3494,42,-1.9987,51,-1.7126,84,-0.9600,97,-0.8112,95,-0.7655,52,-1.6645
ENSG00000128482,RNF112,3,-3.9523,103,1.13458,5,-3.3869,0,-6.7378,47,-0.1781,84,0.77382,88,1.01018,17,-1.7309,89,0.87054
ENSG00000072210,ALDH3A2,3,-4.3895,103,0.61091,131,1.02368,54,-0.4240,93,0.43528,59,-0.2790,44,-0.7991,55,-0.3864,121,0.88671
ENSG00000083290,ULK2,3,-5.5185,1111,4.49464,64,-1.3675,29,-2.5120,43,-1.9334,52,-1.6698,49,-1.8739,48,-1.7873,101,-0.6655
ENSG00000128487,SPECC1,3,-4.4629,103,0.52577,81,0.13152,231,2.00463,47,-0.7323,96,0.41280,29,-1.5481,86,0.23224,40,-0.9483
ENSG00000124422,USP22,386,-0.3423,910,1.07412,223,-1.1863,175,-1.5463,569,0.27702,638,0.46636,492,0.04810,280,-0.8429,629,0.44235
ENSG00000109046,WSB1,3,-5.1861,103,-0.2824,240,1.11789,210,0.88311,166,0.48439,110,-0.1819,87,-0.5971,129,0.07674,96,-0.3846
ENSG00000232859,LYRM9,3,-4.3070,103,0.70816,26,-1.4615,4,-4.1424,76,0.20595,127,1.07780,110,0.97016,45,-0.6215,64,-0.0643
ENSG00000087095,NLK,3,-4.1899,103,0.84624,20,-1.6956,38,-0.7338,76,0.34509,66,0.10853,99,0.91017,64,0.06214,48,-0.4050
ENSG00000004142,POLDIP2,40,-0.7990,103,0.71800,44,-0.6582,14,-2.3034,85,0.40556,70,0.08216,94,0.65566,49,-0.4797,72,0.12040
ENSG00000109103,UNC119,3,-4.2252,103,0.80435,20,-1.7736,47,-0.4554,82,0.41792,137,1.30655,59,-0.1187,50,-0.3639,72,0.20709
ENSG00000109107,ALDOC,471,-0.9891,1707,1.09655,792,-0.1829,342,-1.4721,1682,1.07090,1042,0.25796,675,-0.4799,952,0.11130,548,-0.7580
ENSG00000109111,SUPT6H,113,0.99223,103,0.83303,81,0.43290,1,-5.6556,77,0.35063,51,-0.3137,62,0.00285,30,-1.1115,41,-0.6590
ENSG00000198242,RPL23A,1467,1.16698,103,-2.9609,1116,0.68845,1727,1.46747,291,-1.4255,661,-0.1684,395,-1.0527,642,-0.2150,549,-0.4600
ENSG00000132589,FLOT2,3,-4.5179,103,0.46231,59,-0.4331,68,-0.1982,139,0.97515,62,-0.3440,103,0.52733,79,0.03496,55,-0.5345
ENSG00000063015,SEZ6,3,-5.1228,103,-0.2126,16,-3.0022,32,-1.9606,113,-0.0680,247,1.25267,196,0.99499,44,-1.5116,227,1.10278
ENSG00000196535,MYO18A,3,-3.9525,103,1.13454,53,0.02393,50,-0.0744,45,-0.2396,31,-0.8054,59,0.23355,62,0.27527,57,0.12896
ENSG00000108256,NUFIP2,3,-4.8376,103,0.10156,95,-0.0281,146,0.68247,106,0.15217,165,0.89151,94,-0.0472,100,0.05017,59,-0.7685
ENSG00000160551,TAOK1,3,-5.3111,103,-0.4174,129,-0.0614,258,1.09777,136,0.01634,150,0.17499,156,0.27448,125,-0.1181,127,-0.0900
ENSG00000108262,GIT1,176,0.77967,103,-0.1007,54,-1.1039,13,-3.1495,75,-0.6015,170,0.71794,150,0.58746,102,-0.1132,105,-0.0748
ENSG00000126653,NSRP1,294,2.05989,103,0.17250,140,0.67473,240,1.65215,48,-1.0122,5,-4.1670,18,-2.6166,33,-1.5618,26,-1.9038
ENSG00000108582,CPD,3,-4.4975,103,0.48632,45,-0.8175,61,-0.3426,101,0.46008,87,0.20727,121,0.89737,38,-1.0849,81,0.10559
ENSG00000196712,NF1,63,-1.0168,103,-0.2645,140,0.22509,194,0.77048,83,-0.6043,120,-0.0251,129,0.10507,129,0.09721,127,0.06790
ENSG00000126861,OMG,920,2.96813,104,-1.0014,73,-1.5222,16,-3.7314,155,-0.3837,161,-0.3191,160,-0.3683,130,-0.6571,95,-1.1251
ENSG00000126860,EVI2A,1156,4.58973,103,-0.6742,48,-1.8107,23,-2.8652,81,-1.0364,5,-4.9010,6,-4.9340,124,-0.3855,31,-2.4694
ENSG00000131242,RAB11FIP4,296,1.47942,103,-0.3031,58,-1.1883,21,-2.6985,135,0.13062,142,0.21383,162,0.49265,70,-0.8927,97,-0.3884
ENSG00000172301,COPRS,210,0.03769,103,-1.0659,222,0.12928,100,-1.1051,335,0.81233,219,0.10957,256,0.41835,149,-0.4974,197,-0.0645
ENSG00000126858,RHOT1,340,2.04977,103,-0.0715,39,-1.5534,99,-0.1306,71,-0.6468,161,0.66047,92,-0.2741,41,-1.4654,37,-1.6137
ENSG00000010244,ZNF207,249,1.28680,103,-0.1965,126,0.12644,133,0.21029,105,-0.1632,173,0.64783,66,-0.9578,62,-0.9804,82,-0.5536
ENSG00000108671,PSMD11,148,1.13991,103,0.51937,52,-0.5771,19,-2.0985,64,-0.2432,76,0.01629,83,0.19028,50,-0.6210,71,-0.0790
ENSG00000176749,CDK5R1,178,-0.3353,103,-1.1769,51,-2.2048,63,-1.9152,172,-0.3949,311,0.56611,448,1.45260,100,-1.2136,328,0.65499
ENSG00000108684,ASIC2,3,-4.0418,103,1.00627,22,-1.4256,2,-4.8772,124,1.33952,64,0.20410,94,0.99398,24,-1.3036,33,-0.8274
ENSG00000006125,AP2B1,370,0.90172,103,-1.1403,133,-0.7520,142,-0.6490,279,0.42588,266,0.34681,305,0.65999,155,-0.5157,92,-1.3032
ENSG00000270647,TAF15,3,-4.4524,103,0.53857,135,0.99827,68,-0.1438,76,0.05166,59,-0.3643,87,0.30850,82,0.16638,39,-0.9904
ENSG00000273611,ZNHIT3,3,-4.4505,103,0.54054,59,-0.3531,77,0.05871,122,0.82987,74,0.00334,83,0.21640,42,-0.8601,92,0.35160
ENSG00000278311,GGNBP2,182,1.03683,103,0.08018,80,-0.3234,102,0.07145,96,-0.0294,64,-0.6603,108,0.17965,53,-0.9577,83,-0.2676
ENSG00000278540,ACACA,362,2.56145,103,0.19911,36,-1.4345,46,-1.0522,81,-0.1887,79,-0.2195,57,-0.7953,66,-0.4973,23,-2.0790
ENSG00000275832,ARHGAP23,945,2.03628,1631,3.40224,44,-2.9063,4,-6.0703,112,-1.5190,19,-4.0603,73,-2.2836,107,-1.5835,5,-5.8099
ENSG00000277363,SRCIN1,3,-4.5010,103,0.48198,72,-0.0851,37,-1.1127,182,1.47892,34,-1.2327,111,0.70645,93,0.31703,18,-2.1669
ENSG00000277972,CISD3,3,-3.9036,103,1.19535,56,0.15691,6,-3.0233,71,0.55464,45,-0.1823,80,0.89600,41,-0.3327,19,-1.4912
ENSG00000277791,PSMB3,39,-1.7537,103,-0.2741,116,-0.0900,97,-0.3636,161,0.44137,117,-0.0780,184,0.78203,109,-0.1854,115,-0.0995
ENSG00000276293,PIP4K2B,118,-0.5025,103,-0.7191,115,-0.5510,52,-1.7454,200,0.33170,238,0.61718,288,1.12318,104,-0.7085,125,-0.4143
ENSG00000125691,RPL23,499,0.10933,103,-2.2923,708,0.68918,1254,1.72743,363,-0.3933,516,0.16321,293,-0.7966,357,-0.4212,274,-0.8305
ENSG00000002834,LASP1,3,-4.6288,103,0.33634,58,-0.5651,80,-0.0603,95,0.20155,126,0.67618,99,0.31276,40,-1.1266,131,0.74423
ENSG00000263874,LASP1NB,61,0.06208,103,0.92779,29,-1.0938,0,-6.9059,113,1.09052,45,-0.4148,67,0.24942,54,-0.1292,48,-0.3231
ENSG00000067191,CACNB1,3,-4.3164,103,0.69716,26,-1.4571,24,-1.5900,106,0.75479,56,-0.2801,131,1.33591,20,-1.8450,73,0.13426
ENSG00000108298,RPL19,371,-0.7040,633,0.13901,858,0.64020,1154,1.15786,397,-0.5970,443,-0.4287,471,-0.3670,521,-0.1724,488,-0.2756
ENSG00000171532,NEUROD2,131,0.95119,103,0.54277,6,-3.6185,0,-7.2197,0,-8.6748,146,1.14236,172,1.79611,8,-3.2233,0,-8.0527
ENSG00000131771,PPP1R1B,3,-5.7025,103,-0.8360,480,1.75315,194,0.15530,4,-5.4981,43,-2.1465,54,-1.9382,123,-0.5678,703,2.57758
ENSG00000141741,MIEN1,575,1.61861,1103,3.09903,65,-1.8922,79,-1.6108,125,-0.9256,28,-3.1140,66,-1.9913,73,-1.7270,77,-1.6517
ENSG00000108344,PSMD3,3,-4.5234,103,0.45678,66,-0.2467,25,-1.7427,154,1.14564,63,-0.3325,124,0.90466,26,-1.6753,89,0.21563
ENSG00000008838,MED24,129,1.09901,103,0.71079,38,-0.8641,0,-7.0881,83,0.34872,58,-0.2245,90,0.56124,33,-1.0823,43,-0.6670
ENSG00000126351,THRA,3,-6.2596,103,-1.4205,483,1.04285,195,-0.4495,199,-0.4183,337,0.42736,297,0.24985,247,-0.0728,430,0.83823
ENSG00000188895,MSL1,369,1.94178,103,-0.2798,76,-0.7554,51,-1.3492,104,-0.2682,119,-0.0537,120,-0.0486,58,-1.1651,111,-0.1607
ENSG00000108349,CASC3,160,1.04925,103,0.30084,132,0.71362,39,-1.2043,124,0.61099,38,-1.2474,66,-0.4602,51,-0.8019,76,-0.1848
ENSG00000108352,RAPGEFL1,20,-1.5176,103,1.05858,12,-2.2869,23,-1.2853,13,-2.1684,81,0.64060,91,1.00440,27,-1.0559,83,0.69371
ENSG00000171475,WIPF2,3,-4.1788,103,0.85987,58,-0.0847,50,-0.3159,62,0.01209,90,0.63325,74,0.36055,64,0.07479,33,-0.9666
ENSG00000073584,SMARCE1,3,-5.6064,1080,4.08978,116,-0.5567,73,-1.2508,63,-1.4863,95,-0.8590,62,-1.6005,33,-2.4300,60,-1.5545
ENSG00000213424,KRT222,3,-3.9321,103,1.14095,1,-5.0025,1,-4.8996,73,0.53943,71,0.50646,86,0.96166,43,-0.2928,54,0.04484
ENSG00000186395,KRT10,3,-4.6944,103,0.26186,124,0.57297,112,0.39914,95,0.12556,71,-0.3362,97,0.19510,67,-0.4075,105,0.29148
ENSG00000173812,EIF1,358,-1.7039,4529,2.68791,979,-0.1637,887,-0.3188,693,-0.7032,751,-0.5784,683,-0.7945,614,-0.8892,673,-0.7482
ENSG00000141698,NT5C3B,151,0.90563,103,0.26248,39,-1.2453,57,-0.6614,97,0.15996,82,-0.1058,86,-0.0204,76,-0.2295,97,0.17365
ENSG00000131473,ACLY,3,-5.4466,103,-0.5633,97,-0.6624,78,-0.9884,893,3.78154,43,-1.8576,53,-1.6754,114,-0.4048,36,-2.1325
ENSG00000173786,CNP,6276,4.68494,103,-3.1682,275,-1.7269,87,-3.4134,516,-0.7743,67,-3.7897,128,-3.0019,694,-0.3149,194,-2.2407
ENSG00000168259,DNAJC7,15,-3.0022,103,-0.1629,112,-0.0348,201,0.93765,140,0.32586,99,-0.2273,134,0.29263,92,-0.3381,112,-0.0232
ENSG00000108773,KAT2A,3,-4.1121,103,0.93977,48,-0.2924,16,-1.9606,83,0.57477,101,0.90045,68,0.27390,23,-1.4274,71,0.31499
ENSG00000108774,RAB5C,241,1.03958,103,-0.3610,119,-0.1345,91,-0.5534,214,0.83058,126,-0.0481,120,-0.1277,74,-0.8778,86,-0.6323
ENSG00000173757,STAT5B,3,-5.5400,1120,4.46273,77,-1.0975,15,-3.4878,109,-0.5735,62,-1.4279,34,-2.4518,23,-2.8906,95,-0.7816
ENSG00000033627,ATP6V0A1,227,-0.7346,103,-1.9210,182,-1.0696,122,-1.6669,657,0.99323,653,0.98447,597,0.97224,240,-0.6476,247,-0.6028
ENSG00000037042,TUBG2,3,-4.5791,103,0.39266,46,-0.8565,101,0.35554,96,0.28378,111,0.51804,125,0.83097,28,-1.6046,70,-0.2343
ENSG00000108797,CNTNAP1,231,0.57749,103,-0.7084,80,-1.0876,22,-2.9573,154,-0.0815,362,1.37200,250,0.83630,106,-0.6575,60,-1.5110
ENSG00000183978,COA3,247,0.96037,103,-0.4714,166,0.28606,131,-0.0920,189,0.50405,159,0.21812,129,-0.1290,59,-1.3135,76,-0.9361
ENSG00000126581,BECN1,79,-0.0261,103,0.40232,81,0.00619,69,-0.2429,78,-0.0406,69,-0.2504,94,0.28953,46,-0.8620,91,0.19411
ENSG00000131467,PSME3,3,-5.6380,1089,4.03280,47,-1.9318,46,-1.9633,142,-0.2664,63,-1.4965,78,-1.2923,28,-2.7119,109,-0.6810
ENSG00000131469,RPL27,714,0.18896,900,0.57024,682,0.11515,1108,0.92678,315,-1.0887,798,0.37143,466,-0.5377,479,-0.4466,422,-0.6401
ENSG00000108828,VAT1,3,-4.7377,103,0.21332,164,1.00196,106,0.25845,380,2.70645,30,-1.6657,19,-2.4516,59,-0.6511,16,-2.5665
ENSG00000108830,RND2,3,-5.6273,1111,4.15016,181,0.12449,144,-0.2343,118,-0.5451,0,-8.7479,13,-3.9695,46,-1.9450,41,-2.1136
ENSG00000188554,NBR1,3,-4.6020,103,0.36672,235,1.84914,53,-0.6664,89,0.12598,32,-1.4549,72,-0.2280,76,-0.1223,85,0.05079
ENSG00000108861,DUSP3,158,0.56722,103,-0.1280,56,-1.0524,57,-1.0342,167,0.66172,119,0.09694,148,0.53143,78,-0.5510,81,-0.5091
ENSG00000108852,MPP2,77,0.11024,103,0.59625,35,-1.0764,28,-1.4271,104,0.61216,53,-0.4776,118,0.97105,31,-1.2704,48,-0.6214
ENSG00000141349,G6PC3,96,0.38359,103,0.49810,102,0.48404,55,-0.4902,162,1.28120,20,-1.9887,46,-0.8444,53,-0.5523,74,-0.0414
ENSG00000108840,HDAC5,47,-0.7431,103,0.50405,51,-0.6146,33,-1.2583,154,1.19805,107,0.57377,53,-0.5953,94,0.35886,59,-0.3966
ENSG00000168591,TMUB2,117,0.95420,103,0.72699,32,-1.1135,47,-0.5346,77,0.25272,34,-1.0373,83,0.41956,28,-1.3331,57,-0.2335
ENSG00000087152,ATXN7L3,184,1.18467,103,0.19427,39,-1.2905,5,-4.1472,125,0.51768,96,0.08401,111,0.36237,51,-0.9079,86,-0.0961
ENSG00000108312,UBTF,3,-4.3487,103,0.65890,112,0.80883,50,-0.4888,73,0.09626,58,-0.2822,73,0.11640,47,-0.6004,95,0.52249
ENSG00000108309,RUNDC3A,3,-6.5341,1041,2.16095,58,-2.5395,124,-1.4263,327,0.06842,271,-0.2308,449,0.68462,164,-1.0023,245,-0.3859
ENSG00000030582,GRN,3,-4.5033,103,0.47979,128,0.84933,70,-0.1350,159,1.22773,46,-0.8059,62,-0.3668,64,-0.2915,69,-0.1603
ENSG00000073670,ADAM11,3,-4.1658,103,0.87555,7,-3.0801,25,-1.3775,37,-0.7784,109,0.97727,143,1.82642,15,-2.0843,21,-1.6272
ENSG00000108883,EFTUD2,128,0.98244,103,0.60812,28,-1.4443,20,-1.9194,75,0.09146,68,-0.0739,109,0.82468,44,-0.7375,26,-1.5446
ENSG00000131095,GFAP,725,-3.4422,4812,-0.6274,44536,3.88165,12677,0.95023,2581,-1.5736,287,-4.7893,382,-4.5366,4533,-0.7198,810,-3.2804
ENSG00000136448,NMT1,3,-4.3454,103,0.66296,100,0.60639,44,-0.7022,33,-1.1385,41,-0.8174,110,0.91454,57,-0.2848,86,0.36408
ENSG00000172992,DCAKD,5,-3.5222,103,0.97162,132,1.41696,53,-0.1157,54,-0.0931,52,-0.1628,52,-0.1805,38,-0.6235,32,-0.8760
ENSG00000161714,PLCD3,3,-3.9844,103,1.09541,271,3.19415,52,-0.0456,5,-3.3874,10,-2.5170,26,-1.1780,36,-0.6049,1,-5.3844
ENSG00000186834,HEXIM1,8,-2.8881,103,0.91239,59,-0.0197,44,-0.4809,94,0.75451,66,0.16254,53,-0.1893,45,-0.4210,68,0.22332
ENSG00000186868,MAPT,30,-3.3752,103,-1.5593,164,-0.8583,156,-0.9318,526,1.02920,264,-0.1194,524,1.22275,255,-0.1702,296,0.06768
ENSG00000073969,NSF,249,-1.6897,986,0.44688,112,-2.8693,159,-2.3511,949,0.38312,923,0.33753,1396,1.24705,448,-0.8043,877,0.25369
ENSG00000108433,GOSR2,3,-3.9739,103,1.10756,75,0.55803,69,0.42175,72,0.48711,20,-1.4885,45,-0.2811,57,0.10386,42,-0.3630
ENSG00000004897,CDC27,3,-4.4278,103,0.56684,77,0.10087,27,-1.4849,124,0.88946,77,0.08782,86,0.30307,74,0.01868,70,-0.0707
ENSG00000141279,NPEPPS,102,-0.7484,103,-0.7313,151,-0.1396,120,-0.4967,192,0.24907,257,0.73886,241,0.72832,137,-0.2889,101,-0.7664
ENSG00000108424,KPNB1,3,-5.3147,103,-0.4215,205,0.69377,226,0.85805,203,0.67193,97,-0.5074,141,0.08151,104,-0.4028,122,-0.1500
ENSG00000108439,PNPO,3,-4.0679,103,0.99296,70,0.34214,4,-3.8872,113,1.16127,44,-0.4125,55,-0.0618,58,0.04940,62,0.13832
ENSG00000108465,CDK5RAP3,122,0.92262,103,0.63771,71,0.02737,20,-1.8720,77,0.14973,90,0.41886,54,-0.4274,41,-0.8130,64,-0.1305
ENSG00000082641,NFE2L1,3,-5.8092,103,-0.9489,427,1.38411,153,-0.3341,357,1.05790,161,-0.2634,211,0.19283,101,-0.9796,170,-0.1747
ENSG00000108468,CBX1,3,-4.8444,103,0.09415,159,0.81197,146,0.66884,73,-0.4536,26,-2.0119,118,0.36551,58,-0.7933,166,0.89295
ENSG00000136436,CALCOCO2,3,-4.0517,103,1.01238,140,1.57115,147,1.67541,39,-0.5762,30,-0.9825,30,-1.0452,37,-0.6635,2,-4.8236
ENSG00000159199,ATP5MC1,268,0.50838,103,-1.0002,105,-0.9686,71,-1.5480,307,0.74013,206,0.07861,295,0.78418,138,-0.5473,171,-0.2144
ENSG00000159202,UBE2Z,158,0.17509,103,-0.5059,70,-1.0872,32,-2.2361,213,0.66130,193,0.49990,231,0.94716,85,-0.7937,103,-0.5072
ENSG00000167085,PHB1,3,-4.8081,103,0.13450,87,-0.1255,128,0.49108,158,0.84695,98,0.05462,115,0.35194,62,-0.6606,78,-0.3103
ENSG00000121067,SPOP,3,-4.3896,103,0.61110,121,0.88533,77,0.13477,12,-2.6931,77,0.13698,91,0.46733,40,-0.8671,93,0.43476
ENSG00000121073,SLC35B1,3,-3.9691,103,1.11404,22,-1.3582,51,-0.0452,108,1.20674,63,0.27521,59,0.20199,18,-1.6173,42,-0.3656
ENSG00000136504,KAT7,3,-4.0805,103,0.97787,65,0.21444,15,-2.0046,62,0.13156,64,0.18674,65,0.24317,25,-1.2541,103,0.97411
ENSG00000005882,PDK2,3,-4.6378,103,0.32638,98,0.24892,2,-5.3879,84,0.00158,103,0.32099,152,1.17561,65,-0.4054,79,-0.1038
ENSG00000108819,PPP1R9B,198,1.26850,103,0.15713,37,-1.3996,18,-2.4322,69,-0.4638,123,0.44755,117,0.42287,66,-0.5498,84,-0.1623
ENSG00000108826,MRPL27,141,0.73099,103,0.21246,99,0.14797,53,-0.8208,155,0.89785,125,0.52538,72,-0.3914,48,-0.9782,34,-1.4694
ENSG00000154945,ANKRD40,229,0.23256,1081,3.42530,192,-0.0465,101,-1.0509,91,-1.2005,24,-3.1509,45,-2.3712,126,-0.7074,47,-2.1708
ENSG00000108848,LUC7L3,105,-0.7865,103,-0.8154,251,0.60336,188,0.12337,190,0.14601,164,-0.0917,160,-0.1426,184,0.08898,232,0.47111
ENSG00000141232,TOB1,4,-4.5837,103,0.20136,417,2.92481,59,-0.6665,76,-0.2896,78,-0.2352,51,-0.9789,38,-1.3312,31,-1.6309
ENSG00000008294,SPAG9,3,-5.5915,103,-0.7287,345,1.25941,343,1.24775,196,0.28685,122,-0.4645,131,-0.3951,183,0.17615,83,-1.0533
ENSG00000239672,NME1,3,-4.9362,103,-0.0090,23,-2.2927,65,-0.7359,211,1.19733,94,-0.1482,190,1.20826,95,-0.1371,62,-0.7959
ENSG00000243678,NME2,375,0.56548,103,-1.4553,244,-0.1324,291,0.14914,374,0.56350,212,-0.3506,307,0.26838,182,-0.5874,256,-0.0547
ENSG00000011260,UTP18,3,-3.7840,103,1.34565,60,0.40242,11,-2.1588,73,0.72855,37,-0.3674,51,0.15210,40,-0.2476,38,-0.3205
ENSG00000166260,COX11,3,-4.1774,103,0.86176,52,-0.2404,30,-1.0783,78,0.38918,96,0.74999,75,0.37412,48,-0.3761,50,-0.3170
ENSG00000108924,HLF,3,-5.2240,103,-0.3229,50,-1.4293,100,-0.3709,0,-8.8435,220,0.91947,323,2.05629,38,-1.8243,104,-0.3026
ENSG00000108960,MMD,241,1.09393,103,-0.3130,24,-2.4930,55,-1.2577,20,-2.7794,95,-0.4300,253,1.42543,52,-1.3440,159,0.38442
ENSG00000153933,DGKE,3,-3.9687,103,1.11463,13,-2.0463,28,-0.9572,49,-0.1151,45,-0.2476,71,0.55810,31,-0.8395,113,1.28062
ENSG00000121064,SCPEP1,3,-3.8412,103,1.27322,125,1.63819,5,-3.2983,30,-0.7288,31,-0.7068,62,0.46024,32,-0.6326,30,-0.7223
ENSG00000153944,MSI2,3,-5.1664,103,-0.2603,497,2.63256,97,-0.3571,95,-0.3907,180,0.64622,34,-2.0687,99,-0.3204,73,-0.7983
ENSG00000181610,MRPS23,3,-4.4388,103,0.55429,48,-0.6488,36,-1.0993,120,0.81837,99,0.48880,107,0.71582,47,-0.6766,62,-0.2704
ENSG00000136450,SRSF1,3,-4.5336,103,0.44515,104,0.46148,75,-0.0771,99,0.38597,38,-1.1215,111,0.65220,69,-0.1948,70,-0.1692
ENSG00000264364,DYNLL2,4,-6.5906,103,-1.8635,343,-0.0250,247,-0.5428,917,1.68145,309,-0.1927,389,0.20021,376,0.12160,410,0.26214
ENSG00000005379,TSPOAP1,72,0.05955,103,0.64904,38,-0.9085,4,-4.0425,61,-0.1934,107,0.71626,70,0.01139,43,-0.7494,124,0.97313
ENSG00000213246,SUPT4H1,173,1.32443,103,0.42831,78,-0.0302,83,0.08757,65,-0.2981,66,-0.2799,73,-0.1396,24,-1.8173,52,-0.6465
ENSG00000108389,MTMR4,3,-4.1049,103,0.94865,25,-1.3126,45,-0.3872,114,1.13256,72,0.33606,73,0.43322,40,-0.5786,32,-0.9226
ENSG00000108387,SEPTIN4,966,2.74672,103,-1.2143,184,-0.3235,183,-0.3311,319,0.56330,53,-2.2085,68,-1.9674,259,0.22253,56,-2.1121
ENSG00000175175,PPM1E,3,-4.2180,103,0.81292,22,-1.5913,38,-0.7875,127,1.18766,95,0.68428,92,0.72174,35,-0.9126,21,-1.6775
ENSG00000108395,TRIM37,3,-6.6417,2134,3.94150,129,-1.4866,55,-2.7390,180,-0.9795,160,-1.1631,251,-0.5191,101,-1.8507,117,-1.6263
ENSG00000141367,CLTC,573,-0.1292,103,-2.7163,379,-0.7730,441,-0.5387,1032,0.84058,755,0.31454,999,0.92159,424,-0.6017,510,-0.3128
ENSG00000062716,VMP1,3,-4.5108,103,0.47143,45,-0.8285,139,0.98094,104,0.49137,18,-2.1732,106,0.60518,59,-0.4105,86,0.16998
ENSG00000062725,APPBP2,3,-4.3116,103,0.70244,63,-0.1039,47,-0.5576,112,0.85253,70,0.07402,83,0.39656,36,-0.9459,69,0.05479
ENSG00000108510,MED13,3,-4.1343,103,0.91305,89,0.66898,125,1.25765,58,-0.0407,42,-0.5248,48,-0.3582,51,-0.2411,25,-1.3295
ENSG00000170921,TANC2,3,-4.8136,103,0.12837,31,-1.7221,97,0.03025,78,-0.3064,106,0.17945,136,0.67211,50,-0.9811,210,1.35165
ENSG00000008283,CYB561,3,-4.5165,103,0.46501,101,0.43625,0,-7.1664,221,1.83736,119,0.71326,72,-0.1272,36,-1.1575,45,-0.8330
ENSG00000136485,DCAF7,8,-3.1313,103,0.79744,52,-0.3001,10,-2.7831,46,-0.4990,171,1.72637,60,-0.0898,60,-0.0841,64,0.00254
ENSG00000108588,CCDC47,34,-1.6023,103,0.11241,174,0.99306,136,0.56570,78,-0.3210,96,0.00699,90,-0.1136,71,-0.4720,87,-0.1476
ENSG00000198231,DDX42,3,-4.9038,103,0.02817,165,0.81300,161,0.77044,110,0.14202,50,-1.0888,108,0.12089,85,-0.2818,117,0.23331
ENSG00000087191,PSMC5,44,-2.1081,103,-0.8249,213,0.32128,45,-2.0625,349,1.16251,241,0.52361,236,0.56817,181,0.05271,100,-0.8683
ENSG00000266402,SNHG25,3,-5.6972,103,-0.8306,420,1.50087,392,1.37096,112,-0.7015,257,0.62459,84,-1.2394,147,-0.2824,152,-0.2227
ENSG00000136478,TEX2,3,-4.4733,103,0.51420,87,0.23395,52,-0.5743,116,0.71035,84,0.18000,98,0.50325,53,-0.5552,57,-0.4445
ENSG00000108654,DDX5,392,-0.0793,103,-2.1096,593,0.59970,364,-0.1963,351,-0.2524,459,0.17469,454,0.17956,301,-0.4908,645,0.74012
