Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000136718,IMP4,3,-3.9065,103,1.19186,45,-0.1951,3,-3.9788,73,0.59277,20,-1.4401,84,0.98949,57,0.19884,34,-0.6284
ENSG00000152102,FAM168B,306,0.84659,103,-0.8997,159,-0.2318,77,-1.3415,194,0.08610,156,-0.2609,229,0.41261,130,-0.5429,253,0.52585
ENSG00000115762,PLEKHB2,135,-0.9770,103,-1.3836,85,-1.6697,130,-1.0308,580,1.42136,432,0.88887,268,0.10628,215,-0.2565,312,0.33969
ENSG00000173272,MZT2A,3,-5.3668,103,-0.4774,174,0.35404,151,0.12624,175,0.36747,184,0.45484,198,0.66491,69,-1.0790,139,-0.0074
ENSG00000150551,LYPD1,91,-0.7189,103,-0.5294,170,0.26854,14,-3.4901,189,0.44241,209,0.60849,241,1.00136,75,-1.0190,109,-0.4362
ENSG00000152127,MGAT5,148,0.66712,103,0.07440,101,0.04957,42,-1.2960,185,1.05548,102,0.06327,78,-0.3932,86,-0.2078,58,-0.8109
ENSG00000115839,RAB3GAP1,213,0.84412,103,-0.3423,97,-0.4354,70,-0.9454,157,0.33406,178,0.54016,153,0.32914,65,-1.0553,91,-0.5409
ENSG00000048991,R3HDM1,263,1.52086,103,-0.0843,2,-5.4979,127,0.25219,75,-0.5776,148,0.50274,136,0.41806,49,-1.2168,46,-1.3156
ENSG00000144224,UBXN4,324,1.50182,103,-0.4298,172,0.38526,158,0.25145,113,-0.2813,82,-0.7723,117,-0.2545,95,-0.5464,70,-1.0154
ENSG00000115866,DARS1,3,-4.6805,103,0.27815,188,1.31085,173,1.15769,78,-0.1734,45,-1.0204,79,-0.1627,89,0.05213,30,-1.6265
ENSG00000168702,LRP1B,3,-4.5631,103,0.41146,50,-0.7236,185,1.43361,47,-0.8374,132,0.82618,84,0.08353,57,-0.5146,54,-0.6075
ENSG00000169554,ZEB2,1188,3.31836,103,-1.2125,180,-0.3584,141,-0.7368,50,-2.2693,122,-0.9541,97,-1.3972,262,0.24137,15,-4.0345
ENSG00000115947,ORC4,3,-5.7257,1122,3.91188,60,-1.6679,12,-3.9424,85,-1.1549,159,-0.1873,108,-0.8554,32,-2.5986,99,-0.9249
ENSG00000168280,KIF5C,775,1.07293,103,-2.0991,173,-1.3303,281,-0.5882,291,-0.5320,406,-0.0093,511,0.41377,473,0.23702,563,0.52353
ENSG00000289474,ENSG00000289474,9611,-0.8735,155,-6.9067,13223,-0.3800,69440,2.66331,3553,-2.3630,6612,-1.4402,4952,-1.9974,42385,1.60146,13208,-0.3816
ENSG00000168288,MMADHC,158,1.06752,103,0.34240,81,-0.0531,56,-0.6289,92,0.15436,64,-0.4145,75,-0.1957,45,-0.9557,86,0.05573
ENSG00000080345,RIF1,528,2.71363,103,-0.3043,79,-0.7187,181,0.61119,37,-1.8636,37,-1.8668,60,-1.2318,73,-0.8364,92,-0.4849
ENSG00000162980,ARL5A,63,-0.2240,103,0.57905,136,1.06298,99,0.51818,31,-1.2940,44,-0.7716,38,-1.0854,53,-0.4929,117,0.79967
ENSG00000182389,CACNB4,133,0.36223,103,-0.0515,51,-1.1443,100,-0.0938,94,-0.1993,64,-0.7959,140,0.51269,67,-0.7186,172,0.79368
ENSG00000157827,FMNL2,3,-5.3335,103,-0.4427,232,0.88004,269,1.14261,91,-0.6360,96,-0.5539,110,-0.3823,232,0.87786,119,-0.2154
ENSG00000196504,PRPF40A,109,0.62229,103,0.52255,127,0.88387,181,1.52237,37,-1.0691,4,-4.3347,48,-0.7529,62,-0.2915,27,-1.5720
ENSG00000162989,KCNJ3,3,-4.7385,103,0.18697,47,-1.0375,36,-1.4272,30,-1.7028,188,1.21036,178,1.33994,66,-0.5168,87,-0.0755
ENSG00000136541,ERMN,3074,5.03917,103,-2.0337,39,-3.4509,221,-0.8876,135,-1.6276,4,-6.5478,7,-5.9756,284,-0.5013,35,-3.5913
ENSG00000144283,PKP4,236,1.49428,103,0.06663,53,-0.9561,39,-1.4249,94,-0.0752,57,-0.8440,83,-0.2965,153,0.72427,84,-0.2481
ENSG00000123636,BAZ2B,4,-4.2314,103,0.51134,167,1.35522,200,1.70179,49,-0.6721,76,0.02761,15,-2.5031,70,-0.1095,51,-0.6059
ENSG00000136536,MARCHF7,3,-4.1375,103,0.90944,61,0.03601,59,0.00016,13,-2.2540,45,-0.4395,70,0.29968,56,-0.0841,113,1.07900
ENSG00000115233,PSMD14,3,-4.7776,103,0.16897,74,-0.3491,122,0.44783,176,1.07399,14,-2.7813,125,0.55914,29,-1.7695,155,0.84992
ENSG00000136535,TBR1,3,-4.0709,103,0.98413,0,-6.9270,2,-4.7287,1,-5.0168,136,1.48816,151,2.16142,20,-1.5823,1,-5.0310
ENSG00000144290,SLC4A10,3,-5.3767,103,-0.4884,30,-2.3266,47,-1.6669,82,-0.8381,294,1.24894,306,1.62338,50,-1.5751,183,0.42729
ENSG00000115271,GCA,114,1.01512,103,0.83250,31,-1.0498,84,0.48830,87,0.54797,21,-1.6158,34,-1.0030,55,-0.1822,56,-0.1534
ENSG00000153253,SCN3A,3,-4.8182,103,0.12329,33,-1.6133,115,0.30743,124,0.42409,101,0.09677,100,0.09525,67,-0.5561,206,1.30347
ENSG00000136531,SCN2A,343,0.29441,103,-1.5705,45,-2.7758,106,-1.5203,265,-0.1238,532,1.03692,499,1.09537,172,-0.7988,299,0.06847
ENSG00000178662,CSRNP3,3,-5.5844,103,-0.7105,58,-1.5704,73,-1.2318,190,0.25872,219,0.49056,253,0.85876,133,-0.3126,335,1.22737
ENSG00000144285,SCN1A,3,-4.1502,103,0.89374,9,-2.8337,53,-0.2059,130,1.31333,78,0.42020,46,-0.4727,65,0.12337,68,0.19767
ENSG00000198648,STK39,459,1.95756,103,-0.6096,44,-1.8827,166,0.14509,67,-1.2713,131,-0.2291,164,0.14113,114,-0.4579,107,-0.5518
ENSG00000172292,CERS6,3,-4.7539,103,0.19552,44,-1.1344,29,-1.7168,165,0.99094,97,0.09543,140,0.81752,91,-0.0034,100,0.14659
ENSG00000138398,PPIG,284,0.93389,103,-0.7087,235,0.60951,374,1.43265,131,-0.3405,106,-0.6575,79,-1.1977,120,-0.4672,107,-0.6433
ENSG00000138385,SSB,40,-2.0817,103,-0.6546,218,0.54311,267,0.88758,195,0.35979,145,-0.1193,166,0.10807,68,-1.2722,195,0.36018
ENSG00000138382,METTL5,73,0.05501,103,0.62184,93,0.44515,58,-0.2912,56,-0.3629,86,0.33088,61,-0.2609,27,-1.4501,86,0.32291
ENSG00000144357,UBR3,3,-5.8979,1073,3.35120,50,-2.1171,91,-1.2288,100,-1.0823,132,-0.6633,144,-0.5861,112,-0.9211,167,-0.2970
ENSG00000128683,GAD1,6,-5.4870,103,-1.5198,34,-3.1473,87,-1.7713,1062,2.48379,177,-0.7026,196,-0.5960,187,-0.6136,719,1.65715
ENSG00000115806,GORASP2,3,-4.0057,103,1.06897,50,-0.1237,18,-1.6548,71,0.43319,55,0.01688,67,0.39974,56,0.03738,52,-0.0722
ENSG00000198586,TLK1,3,-4.6226,103,0.34330,70,-0.2698,93,0.18322,38,-1.2153,62,-0.4570,166,1.39855,62,-0.4719,69,-0.2848
ENSG00000071967,CYBRD1,242,1.28257,103,-0.1546,396,2.26144,228,1.17731,28,-2.1377,37,-1.7088,18,-2.9199,28,-2.1401,38,-1.6587
ENSG00000077380,DYNC1I2,3,-5.5284,103,-0.6509,203,0.42404,376,1.51085,193,0.34039,166,0.10188,112,-0.5670,201,0.41033,91,-0.8421
ENSG00000115840,SLC25A12,3,-4.5582,103,0.41704,27,-1.6604,55,-0.5809,111,0.53679,98,0.34348,117,0.74102,54,-0.6143,110,0.53016
ENSG00000091428,RAPGEF4,71,-0.6940,103,-0.1061,41,-1.5003,142,0.41495,96,-0.2163,137,0.35349,163,0.74934,126,0.22171,58,-0.9854
ENSG00000138430,OLA1,122,-0.3872,103,-0.6556,84,-0.9683,75,-1.1386,203,0.42648,254,0.80226,234,0.76746,105,-0.6267,150,-0.0629
ENSG00000138433,CIR1,92,0.49951,103,0.69164,122,0.98090,119,0.94579,19,-1.8804,28,-1.3623,52,-0.4397,38,-0.8744,49,-0.5087
ENSG00000163328,GPR155,317,0.75161,666,2.15227,38,-2.5165,122,-0.7848,54,-2.0101,174,-0.2275,153,-0.4703,79,-1.4296,254,0.37783
ENSG00000128656,CHN1,600,-0.5281,103,-3.1544,97,-3.2457,333,-1.4252,99,-3.2133,2232,1.70553,1879,1.69877,419,-1.0774,746,-0.1858
ENSG00000115966,ATF2,11,-3.1314,103,0.20591,67,-0.4707,94,0.06773,131,0.60790,138,0.69185,101,0.20776,71,-0.3905,87,-0.0622
ENSG00000154518,ATP5MC3,163,-1.2184,103,-1.9035,203,-0.8876,220,-0.7598,621,0.91722,604,0.86791,493,0.60427,221,-0.7555,459,0.40416
ENSG00000144320,LNPK,185,0.07338,1090,3.84582,68,-1.4712,20,-3.2798,90,-1.0515,64,-1.5575,64,-1.6642,63,-1.5841,60,-1.6424
ENSG00000128654,MTX2,3,-4.7944,284,1.96348,27,-1.8663,5,-4.2261,118,0.36829,119,0.38129,100,0.11312,46,-1.0939,135,0.59874
ENSG00000170144,HNRNPA3,24,-3.4067,103,-1.2590,316,0.49934,225,-0.0535,268,0.22864,237,0.02977,286,0.38232,215,-0.1283,367,0.75280
ENSG00000116044,NFE2L2,3,-4.5535,103,0.42200,151,1.08033,260,2.12041,41,-1.0076,80,0.00554,32,-1.4779,87,0.14248,4,-4.3569
ENSG00000180228,PRKRA,3,-4.4652,103,0.52343,67,-0.1724,94,0.37767,123,0.83173,108,0.60816,63,-0.3078,58,-0.4075,64,-0.2376
ENSG00000116095,PLEKHA3,3,-4.1557,103,0.88747,34,-0.8671,65,0.12532,74,0.33460,74,0.33712,77,0.46238,55,-0.1312,38,-0.7124
ENSG00000187231,SESTD1,587,3.29353,103,-0.1371,85,-0.4313,45,-1.4117,14,-3.0859,71,-0.7099,73,-0.7347,52,-1.1804,18,-2.7049
ENSG00000170035,UBE2E3,3,-4.9647,103,-0.0390,109,0.05260,12,-3.2464,120,0.20693,161,0.69427,163,0.83920,105,-0.0093,115,0.14543
ENSG00000138434,ITPRID2,3,-4.9071,103,0.02431,314,2.00738,252,1.56543,46,-1.2206,41,-1.3841,63,-0.8159,70,-0.5750,59,-0.8403
ENSG00000115252,PDE1A,167,-0.2108,1099,3.61686,10,-4.3666,9,-4.4647,28,-2.8835,153,-0.3460,158,-0.3247,49,-2.0627,71,-1.5044
ENSG00000077232,DNAJC10,18,-2.2164,103,0.39718,139,0.90276,73,-0.1661,106,0.45157,63,-0.3740,80,-0.0113,54,-0.6261,89,0.15555
ENSG00000061676,NCKAP1,23,-3.8842,103,-1.6778,216,-0.5534,198,-0.6908,380,0.34250,534,0.91720,427,0.61832,198,-0.6935,572,1.03673
ENSG00000065548,ZC3H15,13,-3.5179,103,-0.4741,86,-0.7430,253,0.99998,248,0.96155,99,-0.5385,181,0.48622,109,-0.3835,119,-0.2499
ENSG00000138448,ITGAV,348,1.48975,103,-0.5495,261,0.96713,162,0.16714,32,-2.3134,134,-0.1367,82,-0.9693,120,-0.3118,136,-0.1124
ENSG00000144369,FAM171B,373,0.58321,103,-1.4352,176,-0.6202,222,-0.2583,86,-1.6999,434,0.83834,302,0.26388,163,-0.7359,453,0.91469
ENSG00000128699,ORMDL1,344,2.21131,103,0.03115,60,-0.8034,59,-0.8381,101,-0.0001,21,-2.3469,91,-0.1877,55,-0.9542,85,-0.2705
ENSG00000151689,INPP1,3,-3.7786,103,1.35188,34,-0.4685,1,-5.2667,41,-0.2086,27,-0.8555,62,0.54065,46,0.00433,84,0.99496
ENSG00000151690,MFSD6,3,-5.2581,103,-0.3603,59,-1.2145,122,-0.0917,249,1.09831,188,0.60861,202,0.86330,96,-0.4627,68,-0.9877
ENSG00000115419,GLS,108,-1.2453,103,-1.3142,57,-2.1892,205,-0.2573,359,0.65187,320,0.46043,409,1.03362,184,-0.4321,260,0.12040
ENSG00000115415,STAT1,3,-4.4462,103,0.54576,83,0.18690,53,-0.5130,106,0.59304,106,0.59249,75,0.03492,37,-1.0576,95,0.41765
ENSG00000144339,TMEFF2,3,-4.9962,103,-0.0744,20,-2.4966,55,-1.0479,229,1.27345,171,0.76168,110,0.03604,73,-0.6125,204,1.06622
ENSG00000196950,SLC39A10,3,-5.2564,103,-0.3582,72,-0.9163,52,-1.3985,242,1.04650,136,0.08257,235,1.18862,86,-0.6394,129,-0.0033
ENSG00000197121,PGAP1,240,0.89353,103,-0.4858,68,-1.1258,8,-4.1748,164,0.25218,169,0.29997,176,0.41809,88,-0.7301,211,0.67257
ENSG00000115524,SF3B1,3,-5.3765,103,-0.4883,222,0.75692,201,0.58906,205,0.61730,135,-0.0659,153,0.15357,118,-0.2773,112,-0.3631
ENSG00000115520,COQ10B,3,-3.9751,103,1.10645,63,0.27805,8,-2.7442,63,0.26287,60,0.20333,57,0.13840,18,-1.5993,97,1.00820
ENSG00000144381,HSPD1,403,0.87391,103,-1.2947,394,0.83127,155,-0.6730,307,0.41391,215,-0.1601,216,-0.1755,201,-0.2723,172,-0.5092
ENSG00000115541,HSPE1,114,-1.1284,103,-1.2765,379,0.78542,342,0.61405,287,0.31938,322,0.50994,198,-0.3005,137,-0.8478,274,0.24652
ENSG00000115540,MOB4,3,-4.3809,103,0.62153,60,-0.2619,7,-3.4684,110,0.73075,89,0.38331,115,0.95450,49,-0.5494,52,-0.4593
ENSG00000162944,RFTN2,344,2.55187,103,0.27206,116,0.46708,145,0.83979,12,-2.9551,14,-2.6863,13,-3.0259,83,-0.0755,27,-1.7528
ENSG00000178074,C2orf69,3,-3.9003,103,1.19888,31,-0.7653,30,-0.8120,54,0.10159,69,0.50651,70,0.62045,33,-0.6479,41,-0.3184
ENSG00000196141,SPATS2L,3,-4.3099,103,0.70429,117,0.92481,131,1.12739,72,0.10803,68,0.02306,43,-0.7534,40,-0.8070,50,-0.4676
ENSG00000082153,BZW1,3,-5.2402,103,-0.3410,163,0.39946,149,0.25314,207,0.79767,171,0.47485,129,0.01254,118,-0.1270,105,-0.3095
ENSG00000013441,CLK1,345,1.28236,103,-0.7057,222,0.51965,240,0.64499,85,-1.0034,180,0.17520,85,-1.0847,135,-0.2898,138,-0.2530
ENSG00000155744,HYCC2,3,-4.5524,103,0.42360,33,-1.3502,114,0.59674,72,-0.1460,90,0.21089,101,0.44336,54,-0.6004,121,0.69873
ENSG00000119013,NDUFB3,3,-5.0402,103,-0.1221,133,0.28439,153,0.52006,118,0.09629,165,0.64603,132,0.31595,99,-0.1903,74,-0.6296
ENSG00000115993,TRAK2,3,-4.6607,103,0.30022,218,1.61415,179,1.25190,32,-1.4819,66,-0.4095,68,-0.3943,38,-1.2388,79,-0.1331
ENSG00000155755,TMEM237,3,-4.1713,103,0.86904,89,0.61413,104,0.88257,58,-0.0793,86,0.55700,39,-0.7774,8,-3.0278,81,0.47047
ENSG00000116030,SUMO1,3,-5.2874,103,-0.3991,146,0.15564,210,0.76025,132,-0.0057,190,0.58572,156,0.30397,66,-1.0771,163,0.32921
ENSG00000055044,NOP58,3,-4.0902,103,0.96594,73,0.38484,61,0.09998,54,-0.0999,44,-0.4170,65,0.22960,37,-0.6740,69,0.28897
ENSG00000204217,BMPR2,10,-4.2329,103,-0.9167,105,-0.8903,187,0.00964,264,0.57955,133,-0.5206,334,1.16584,141,-0.4278,244,0.44593
ENSG00000163596,ICA1L,111,0.73006,103,0.59773,79,0.16880,64,-0.1756,48,-0.6251,100,0.54949,63,-0.2187,45,-0.7205,37,-0.9964
ENSG00000138443,ABI2,36,-2.7315,103,-1.1741,217,-0.0243,159,-0.5053,136,-0.7511,323,0.62974,348,0.88594,180,-0.3185,350,0.76788
ENSG00000118257,NRP2,123,0.69195,103,0.39916,65,-0.3393,92,0.22185,94,0.25146,52,-0.6758,35,-1.3826,30,-1.5150,176,1.32552
ENSG00000023228,NDUFS1,3,-5.5443,103,-0.6685,95,-0.7912,126,-0.3552,204,0.41301,149,-0.0933,253,0.91024,132,-0.2819,261,0.83531
ENSG00000114942,EEF1B2,388,-0.1180,957,1.41553,299,-0.5267,841,1.17828,313,-0.4579,254,-0.7778,262,-0.8019,290,-0.5781,316,-0.4423
ENSG00000204186,ZDBF2,118,-1.1685,1823,4.58251,28,-3.2479,76,-1.8295,72,-1.9017,35,-2.9504,58,-2.3565,47,-2.5120,189,-0.4464
ENSG00000114948,ADAM23,3,-4.8153,103,0.12660,15,-2.7204,59,-0.7378,165,0.91217,110,0.23062,144,0.80009,82,-0.2294,124,0.43657
ENSG00000188674,C2orf80,3,-4.2859,103,0.73282,10,-2.8172,19,-1.8482,67,0.01691,145,1.33315,101,0.82238,22,-1.6871,88,0.46930
ENSG00000078018,MAP2,40,-4.3337,103,-2.9726,370,-1.0800,586,-0.3707,457,-0.7576,1134,0.70005,1239,1.00558,1025,0.52993,1219,0.82517
ENSG00000144406,UNC80,3,-4.8643,103,0.07183,53,-0.9692,77,-0.3941,60,-0.7791,136,0.52703,169,1.05556,89,-0.1541,127,0.40712
ENSG00000115365,LANCL1,3,-5.9178,103,-1.0640,161,-0.3757,143,-0.5658,297,0.61226,168,-0.3143,319,0.85971,227,0.17035,304,0.65105
ENSG00000178568,ERBB4,374,1.89224,103,-0.3411,104,-0.3177,81,-0.7048,78,-0.7728,115,-0.1660,26,-2.5323,70,-0.9400,300,1.46186
ENSG00000144451,SPAG16,3,-4.2983,103,0.71843,161,1.51297,179,1.72037,32,-1.1260,25,-1.5064,37,-0.9821,31,-1.1862,57,-0.2384
ENSG00000138363,ATIC,3,-4.0690,103,0.99209,70,0.33619,0,-6.5114,72,0.38093,50,-0.1973,77,0.58244,40,-0.5537,74,0.43629
ENSG00000079246,XRCC5,80,-0.8244,103,-0.4440,155,0.20162,105,-0.4171,126,-0.1218,337,1.55625,113,-0.3263,113,-0.2929,119,-0.2217
ENSG00000260804,LINC01963,3,-4.3058,103,0.70913,25,-1.4752,40,-0.8012,106,0.76188,100,0.66446,91,0.57260,23,-1.6339,86,0.40754
ENSG00000197756,RPL37A,1282,-0.2291,103,-3.9817,2013,0.50229,3273,1.35254,784,-0.9893,1568,0.09247,1052,-0.5940,1907,0.41168,1772,0.29065
ENSG00000115461,IGFBP5,224,0.47229,103,-0.7583,482,1.86042,237,0.56939,15,-3.6082,218,0.42994,153,-0.1605,47,-1.9451,43,-2.0730
ENSG00000163466,ARPC2,3,-5.5797,103,-0.7057,134,-0.2987,164,0.02497,184,0.21146,220,0.50343,257,0.89394,124,-0.4139,170,0.08215
ENSG00000127837,AAMP,3,-4.7070,103,0.24785,104,0.26865,55,-0.7278,147,0.84447,129,0.61932,102,0.26883,78,-0.1971,58,-0.6455
ENSG00000127838,PNKD,3,-5.0748,103,-0.1610,134,0.25844,111,-0.0407,104,-0.1517,102,-0.1684,161,0.64958,118,0.06174,143,0.36258
ENSG00000171450,CDK5R2,3,-4.7639,103,0.11086,16,-2.6590,3,-4.8738,147,0.69915,207,1.30124,165,1.06091,85,-0.1962,66,-0.5896
ENSG00000144567,RETREG2,56,-2.1547,103,-1.2533,175,-0.4406,49,-2.3395,435,1.05394,351,0.68181,378,0.95332,162,-0.5608,229,-0.0157
ENSG00000115657,ABCB6,3,-4.0122,103,1.06057,59,0.11643,18,-1.6885,93,0.89207,29,-0.9710,61,0.20876,22,-1.4059,96,0.93480
ENSG00000198925,ATG9A,109,-0.9069,1070,3.43354,64,-1.6985,3,-5.9514,128,-0.6674,205,0.07469,114,-0.9255,88,-1.2374,63,-1.7418
ENSG00000127824,TUBA4A,82,-1.8879,103,-1.5473,85,-1.8304,152,-0.9580,625,1.35598,298,0.08680,604,1.58326,122,-1.2889,144,-1.0456
ENSG00000135924,DNAJB2,587,1.99356,103,-0.9611,205,0.11059,51,-2.0120,200,0.07242,143,-0.4544,174,-0.1640,138,-0.5086,135,-0.5427
ENSG00000054356,PTPRN,3,-6.8604,1042,1.68390,91,-2.2378,112,-1.9238,806,1.20178,447,0.19725,479,0.35132,198,-1.0745,301,-0.4333
ENSG00000123989,CHPF,3,-4.8827,103,0.05149,114,0.22038,82,-0.3136,171,0.89905,142,0.57960,85,-0.2885,61,-0.7653,151,0.67884
ENSG00000124006,OBSL1,3,-4.4051,103,0.59340,132,1.02305,40,-0.8944,140,1.12248,57,-0.3700,58,-0.3667,54,-0.4383,70,-0.0248
ENSG00000114923,SLC4A3,3,-4.5963,103,0.37353,24,-1.8716,6,-3.8610,132,0.78690,49,-0.7833,119,0.70766,84,0.04168,179,1.33113
ENSG00000116106,EPHA4,3,-4.3986,103,0.60100,17,-2.1630,0,-7.1818,24,-1.6506,164,1.42708,175,1.94698,29,-1.3869,21,-1.8565
ENSG00000116120,FARSB,3,-4.3858,103,0.61575,30,-1.2996,28,-1.4179,154,1.32633,81,0.22406,108,0.80801,40,-0.8767,51,-0.5218
ENSG00000123983,ACSL3,159,-0.3612,103,-1.0253,157,-0.3806,153,-0.4202,353,0.94966,331,0.84230,166,-0.3234,161,-0.3370,246,0.33795
ENSG00000171951,SCG2,3,-7.4362,103,-2.6292,225,-1.4750,248,-1.3301,2080,2.30795,440,-0.4510,324,-1.0082,323,-0.9292,1789,1.98303
ENSG00000135900,MRPL44,3,-3.8209,103,1.29861,30,-0.7087,18,-1.4987,64,0.48520,14,-1.8575,85,1.13894,15,-1.7593,60,0.36085
ENSG00000135919,SERPINE2,114,-1.4059,1059,2.42511,321,0.20187,183,-0.6834,68,-2.1598,642,1.39938,123,-1.3908,152,-0.9674,46,-2.7476
ENSG00000036257,CUL3,3,-5.8380,1093,3.51549,113,-0.8560,78,-1.4166,130,-0.6296,103,-0.9869,131,-0.6823,77,-1.4279,90,-1.1997
ENSG00000168958,MFF,3,-5.2203,103,-0.3193,182,0.60005,150,0.28110,164,0.42645,121,-0.0605,152,0.34465,51,-1.3743,182,0.59713
ENSG00000173744,AGFG1,3,-4.5381,103,0.43981,114,0.61650,66,-0.2663,43,-0.9291,141,0.96996,82,0.06839,40,-1.0461,111,0.56910
ENSG00000153820,SPHKAP,3,-5.0259,103,-0.1066,27,-2.1068,44,-1.4207,276,1.58866,130,0.27415,210,1.29472,83,-0.4435,14,-3.0271
ENSG00000153823,PID1,3,-3.8995,103,1.19995,4,-3.6131,0,-6.6854,53,0.09600,64,0.39125,102,1.43474,56,0.17943,15,-1.8062
ENSG00000187957,DNER,1011,1.62607,103,-2.0514,516,0.43045,170,-1.3024,1113,1.81528,202,-1.0474,172,-1.3942,250,-0.7186,249,-0.7259
ENSG00000153827,TRIP12,3,-4.9941,103,-0.0722,117,0.13380,188,0.92275,129,0.28704,95,-0.2066,123,0.23883,108,0.00224,89,-0.2931
ENSG00000135932,CAB39,12,-3.4430,103,-0.3150,89,-0.5445,84,-0.6223,167,0.46348,242,1.09980,156,0.39967,130,0.04876,117,-0.1072
ENSG00000135916,ITM2C,773,-0.2844,103,-3.2975,1474,0.77065,446,-1.1326,848,-0.1385,1656,0.97259,961,0.06875,898,-0.0471,1130,0.32422
ENSG00000173692,PSMD1,3,-6.1484,1070,2.85461,86,-1.5702,145,-0.7897,263,0.14786,152,-0.7131,232,-0.0575,116,-1.1293,99,-1.3674
ENSG00000115053,NCL,138,-0.9386,103,-1.3831,471,1.04268,497,1.13914,230,-0.1494,157,-0.7437,225,-0.2050,300,0.27716,180,-0.5329
ENSG00000187514,PTMA,5716,2.98761,103,-3.7001,1479,0.31197,1656,0.49970,686,-0.8987,342,-1.9418,420,-1.7555,799,-0.6641,576,-1.1627
ENSG00000171551,ECEL1,3,-4.7189,103,0.23487,18,-2.4091,118,0.46171,606,4.24495,0,-8.4071,0,-9.6605,41,-1.1942,1,-5.8725
ENSG00000115468,EFHD1,2407,5.22365,103,-1.6311,145,-1.1203,73,-2.1403,43,-2.8990,28,-3.5065,12,-4.9317,145,-1.1208,15,-4.4148
ENSG00000182600,SNORC,72,0.09603,103,0.67650,229,2.17837,95,0.53599,40,-0.8096,40,-0.8087,17,-2.2288,45,-0.6323,22,-1.7086
ENSG00000066248,NGEF,88,-0.4058,103,-0.1664,25,-2.2911,47,-1.3664,4,-4.8493,52,-1.2068,196,1.05866,33,-1.8719,398,2.26016
ENSG00000188042,ARL4C,3,-4.3213,103,0.69114,84,0.35111,57,-0.2554,173,1.62409,88,0.43446,60,-0.2214,32,-1.1414,15,-2.2465
ENSG00000157985,AGAP1,3,-4.4845,172,1.39660,31,-1.3795,16,-2.3119,145,1.08235,104,0.50879,79,0.07450,104,0.51103,25,-1.6661
ENSG00000132321,IQCA1,74,0.27504,103,0.81736,212,2.18830,69,0.16263,3,-4.3152,47,-0.4573,24,-1.5435,36,-0.8369,33,-0.9894
ENSG00000198612,COPS8,120,-0.4125,103,-0.6483,149,-0.0717,168,0.12114,213,0.50867,178,0.21543,188,0.35179,109,-0.5557,141,-0.1606
ENSG00000124831,LRRFIP1,3,-4.1117,103,0.94022,71,0.30600,65,0.16581,66,0.18696,46,-0.3641,66,0.21730,31,-0.9514,67,0.22584
ENSG00000132329,RAMP1,130,-0.8721,103,-1.2230,590,1.65732,218,-0.0623,57,-2.1066,236,0.05964,216,-0.0930,171,-0.4449,335,0.63738
ENSG00000130414,NDUFA10,195,0.07386,103,-0.9217,133,-0.5241,181,-0.0459,226,0.31089,242,0.42402,288,0.83910,113,-0.7850,94,-1.0619
ENSG00000172428,COPS9,487,0.38368,104,-1.9890,472,0.32968,768,1.16421,322,-0.2802,449,0.24919,316,-0.3460,309,-0.3490,305,-0.3694
ENSG00000063660,GPC1,321,1.54770,103,-0.3758,92,-0.5434,20,-2.8021,75,-0.8546,278,1.27796,141,0.13844,75,-0.8669,60,-1.2024
ENSG00000130294,KIF1A,752,0.85374,104,-2.2195,284,-0.7201,253,-0.8979,659,0.62702,498,0.16443,628,0.63330,336,-0.4613,354,-0.3789
ENSG00000115685,PPP1R7,217,0.73098,103,-0.4744,105,-0.4478,61,-1.2711,117,-0.2766,109,-0.3798,212,0.80728,73,-0.9986,183,0.44285
ENSG00000115677,HDLBP,7,-4.5224,103,-0.7120,245,0.67654,194,0.28515,199,0.32640,187,0.22834,216,0.53930,113,-0.5711,143,-0.2021
ENSG00000168385,SEPTIN2,1058,2.61662,103,-1.4306,476,1.00669,314,0.30234,85,-1.7105,150,-0.8663,54,-2.5128,180,-0.5779,132,-1.0599
ENSG00000115694,STK25,3,-5.9326,1051,3.07632,88,-1.3875,40,-2.5556,221,0.03307,127,-0.8359,175,-0.3771,150,-0.5818,138,-0.7025
ENSG00000168397,ATG4B,3,-4.2608,103,0.76250,43,-0.6456,51,-0.3875,120,1.03104,44,-0.6169,90,0.61219,39,-0.8045,66,0.03410
ENSG00000134121,CHL1,522,0.41999,103,-2.0802,228,-0.8929,258,-0.6990,269,-0.6361,806,1.16676,665,0.97455,185,-1.2108,334,-0.2984
ENSG00000113851,CRBN,3,-4.5681,103,0.40548,68,-0.2591,53,-0.6577,128,0.76790,107,0.47268,115,0.68913,78,-0.0476,31,-1.4430
ENSG00000150995,ITPR1,3,-4.5846,103,0.38712,17,-2.3551,63,-0.3982,0,-8.8095,114,0.55558,220,2.24406,29,-1.5775,41,-1.0539
ENSG00000134107,BHLHE40,3,-4.1346,103,0.91255,139,1.45869,41,-0.5730,2,-4.5017,75,0.37160,89,0.77689,28,-1.1606,23,-1.4347
